model_name,drift_name,feature_selector_name,learning_threshold,iteration,accuracy,drifts_detected,drift_args
nochange,bollingerband,tstat,0,1,0.505,9,"window_size=50, num_std=3.0, next_drift_delay=50"
nochange,bollingerband,tstat,0,2,0.505,9,"window_size=50, num_std=3.0, next_drift_delay=50"
nochange,bollingerband,tstat,0,3,0.505,9,"window_size=50, num_std=3.0, next_drift_delay=50"
nochange,bollingerband,tstat,0,1,0.505,9,"window_size=50, num_std=3.0, next_drift_delay=100"
nochange,bollingerband,tstat,0,2,0.505,9,"window_size=50, num_std=3.0, next_drift_delay=100"
nochange,bollingerband,tstat,0,3,0.505,9,"window_size=50, num_std=3.0, next_drift_delay=100"
nochange,bollingerband,tstat,0,1,0.505,9,"window_size=50, num_std=3.5, next_drift_delay=20"
nochange,bollingerband,tstat,0,2,0.505,9,"window_size=50, num_std=3.5, next_drift_delay=20"
nochange,bollingerband,tstat,0,3,0.505,9,"window_size=50, num_std=3.5, next_drift_delay=20"
nochange,bollingerband,tstat,0,1,0.505,9,"window_size=50, num_std=3.5, next_drift_delay=50"
nochange,bollingerband,tstat,0,2,0.505,9,"window_size=50, num_std=3.5, next_drift_delay=50"
nochange,bollingerband,tstat,0,3,0.505,9,"window_size=50, num_std=3.5, next_drift_delay=50"
nochange,bollingerband,tstat,0,1,0.505,9,"window_size=50, num_std=3.5, next_drift_delay=100"
nochange,bollingerband,tstat,0,2,0.505,9,"window_size=50, num_std=3.5, next_drift_delay=100"
nochange,bollingerband,tstat,0,3,0.505,9,"window_size=50, num_std=3.5, next_drift_delay=100"
nochange,bollingerband,tstat,0,1,0.505,9,"window_size=100, num_std=2, next_drift_delay=20"
nochange,bollingerband,tstat,0,2,0.505,9,"window_size=100, num_std=2, next_drift_delay=20"
nochange,bollingerband,tstat,0,3,0.505,9,"window_size=100, num_std=2, next_drift_delay=20"
nochange,bollingerband,tstat,0,1,0.505,9,"window_size=100, num_std=2, next_drift_delay=50"
nochange,bollingerband,tstat,0,2,0.505,9,"window_size=100, num_std=2, next_drift_delay=50"
nochange,bollingerband,tstat,0,3,0.505,9,"window_size=100, num_std=2, next_drift_delay=50"
nochange,bollingerband,tstat,0,1,0.505,9,"window_size=100, num_std=2, next_drift_delay=100"
nochange,bollingerband,tstat,0,2,0.505,9,"window_size=100, num_std=2, next_drift_delay=100"
nochange,bollingerband,tstat,0,3,0.505,9,"window_size=100, num_std=2, next_drift_delay=100"
nochange,bollingerband,tstat,0,1,0.505,9,"window_size=100, num_std=2.5, next_drift_delay=20"
nochange,bollingerband,tstat,0,2,0.505,9,"window_size=100, num_std=2.5, next_drift_delay=20"
nochange,bollingerband,tstat,0,3,0.505,9,"window_size=100, num_std=2.5, next_drift_delay=20"
nochange,bollingerband,tstat,0,1,0.505,9,"window_size=100, num_std=2.5, next_drift_delay=50"
nochange,bollingerband,tstat,0,2,0.505,9,"window_size=100, num_std=2.5, next_drift_delay=50"
nochange,bollingerband,tstat,0,3,0.505,9,"window_size=100, num_std=2.5, next_drift_delay=50"
nochange,bollingerband,tstat,0,1,0.505,9,"window_size=100, num_std=2.5, next_drift_delay=100"
nochange,bollingerband,tstat,0,2,0.505,9,"window_size=100, num_std=2.5, next_drift_delay=100"
nochange,bollingerband,tstat,0,3,0.505,9,"window_size=100, num_std=2.5, next_drift_delay=100"
nochange,bollingerband,tstat,0,1,0.505,9,"window_size=100, num_std=3.0, next_drift_delay=20"
nochange,bollingerband,tstat,0,2,0.505,9,"window_size=100, num_std=3.0, next_drift_delay=20"
nochange,bollingerband,tstat,0,3,0.505,9,"window_size=100, num_std=3.0, next_drift_delay=20"
nochange,bollingerband,tstat,0,1,0.505,9,"window_size=100, num_std=3.0, next_drift_delay=50"
nochange,bollingerband,tstat,0,2,0.505,9,"window_size=100, num_std=3.0, next_drift_delay=50"
nochange,bollingerband,tstat,0,3,0.505,9,"window_size=100, num_std=3.0, next_drift_delay=50"
nochange,bollingerband,tstat,0,1,0.505,9,"window_size=100, num_std=3.0, next_drift_delay=100"
nochange,bollingerband,tstat,0,2,0.505,9,"window_size=100, num_std=3.0, next_drift_delay=100"
nochange,bollingerband,tstat,0,3,0.505,9,"window_size=100, num_std=3.0, next_drift_delay=100"
nochange,bollingerband,tstat,0,1,0.505,9,"window_size=100, num_std=3.5, next_drift_delay=20"
nochange,bollingerband,tstat,0,2,0.505,9,"window_size=100, num_std=3.5, next_drift_delay=20"
nochange,bollingerband,tstat,0,3,0.505,9,"window_size=100, num_std=3.5, next_drift_delay=20"
nochange,bollingerband,tstat,0,1,0.505,9,"window_size=100, num_std=3.5, next_drift_delay=50"
nochange,bollingerband,tstat,0,2,0.505,9,"window_size=100, num_std=3.5, next_drift_delay=50"
nochange,bollingerband,tstat,0,3,0.505,9,"window_size=100, num_std=3.5, next_drift_delay=50"
nochange,bollingerband,tstat,0,1,0.505,9,"window_size=100, num_std=3.5, next_drift_delay=100"
nochange,bollingerband,tstat,0,2,0.505,9,"window_size=100, num_std=3.5, next_drift_delay=100"
nochange,bollingerband,tstat,0,3,0.505,9,"window_size=100, num_std=3.5, next_drift_delay=100"
nochange,bollingerband,tstat,0,1,0.505,9,"window_size=200, num_std=2, next_drift_delay=20"
nochange,bollingerband,tstat,0,2,0.505,9,"window_size=200, num_std=2, next_drift_delay=20"
nochange,bollingerband,tstat,0,3,0.505,9,"window_size=200, num_std=2, next_drift_delay=20"
nochange,bollingerband,tstat,0,1,0.505,9,"window_size=200, num_std=2, next_drift_delay=50"
nochange,bollingerband,tstat,0,2,0.505,9,"window_size=200, num_std=2, next_drift_delay=50"
nochange,bollingerband,tstat,0,3,0.505,9,"window_size=200, num_std=2, next_drift_delay=50"
nochange,bollingerband,tstat,0,1,0.505,9,"window_size=200, num_std=2, next_drift_delay=100"
nochange,bollingerband,tstat,0,2,0.505,9,"window_size=200, num_std=2, next_drift_delay=100"
nochange,bollingerband,tstat,0,3,0.505,9,"window_size=200, num_std=2, next_drift_delay=100"
nochange,bollingerband,tstat,0,1,0.505,9,"window_size=200, num_std=2.5, next_drift_delay=20"
nochange,bollingerband,tstat,0,2,0.505,9,"window_size=200, num_std=2.5, next_drift_delay=20"
nochange,bollingerband,tstat,0,3,0.505,9,"window_size=200, num_std=2.5, next_drift_delay=20"
nochange,bollingerband,tstat,0,1,0.505,9,"window_size=200, num_std=2.5, next_drift_delay=50"
nochange,bollingerband,tstat,0,2,0.505,9,"window_size=200, num_std=2.5, next_drift_delay=50"
nochange,bollingerband,tstat,0,3,0.505,9,"window_size=200, num_std=2.5, next_drift_delay=50"
nochange,bollingerband,tstat,0,1,0.505,9,"window_size=200, num_std=2.5, next_drift_delay=100"
nochange,bollingerband,tstat,0,2,0.505,9,"window_size=200, num_std=2.5, next_drift_delay=100"
nochange,bollingerband,tstat,0,3,0.505,9,"window_size=200, num_std=2.5, next_drift_delay=100"
nochange,bollingerband,tstat,0,1,0.505,9,"window_size=200, num_std=3.0, next_drift_delay=20"
nochange,bollingerband,tstat,0,2,0.505,9,"window_size=200, num_std=3.0, next_drift_delay=20"
nochange,bollingerband,tstat,0,3,0.505,9,"window_size=200, num_std=3.0, next_drift_delay=20"
nochange,bollingerband,tstat,0,1,0.505,9,"window_size=200, num_std=3.0, next_drift_delay=50"
nochange,bollingerband,tstat,0,2,0.505,9,"window_size=200, num_std=3.0, next_drift_delay=50"
nochange,bollingerband,tstat,0,3,0.505,9,"window_size=200, num_std=3.0, next_drift_delay=50"
nochange,bollingerband,tstat,0,1,0.505,9,"window_size=200, num_std=3.0, next_drift_delay=100"
nochange,bollingerband,tstat,0,2,0.505,9,"window_size=200, num_std=3.0, next_drift_delay=100"
nochange,bollingerband,tstat,0,3,0.505,9,"window_size=200, num_std=3.0, next_drift_delay=100"
nochange,bollingerband,tstat,0,1,0.505,9,"window_size=200, num_std=3.5, next_drift_delay=20"
nochange,bollingerband,tstat,0,2,0.505,9,"window_size=200, num_std=3.5, next_drift_delay=20"
nochange,bollingerband,tstat,0,3,0.505,9,"window_size=200, num_std=3.5, next_drift_delay=20"
nochange,bollingerband,tstat,0,1,0.505,9,"window_size=200, num_std=3.5, next_drift_delay=50"
nochange,bollingerband,tstat,0,2,0.505,9,"window_size=200, num_std=3.5, next_drift_delay=50"
nochange,bollingerband,tstat,0,3,0.505,9,"window_size=200, num_std=3.5, next_drift_delay=50"
nochange,bollingerband,tstat,0,1,0.505,9,"window_size=200, num_std=3.5, next_drift_delay=100"
nochange,bollingerband,tstat,0,2,0.505,9,"window_size=200, num_std=3.5, next_drift_delay=100"
nochange,bollingerband,tstat,0,3,0.505,9,"window_size=200, num_std=3.5, next_drift_delay=100"
majorityclass,adwin,tstat,0,1,0.525,0,"delta=0.01, clock=1, max_buckets=5, grace_period=10"
majorityclass,adwin,tstat,0,2,0.524,0,"delta=0.01, clock=1, max_buckets=5, grace_period=10"
majorityclass,adwin,tstat,0,3,0.524,0,"delta=0.01, clock=1, max_buckets=5, grace_period=10"
majorityclass,adwin,tstat,0,1,0.524,0,"delta=0.01, clock=1, max_buckets=3, grace_period=10"
majorityclass,adwin,tstat,0,2,0.524,0,"delta=0.01, clock=1, max_buckets=3, grace_period=10"
majorityclass,adwin,tstat,0,3,0.524,0,"delta=0.01, clock=1, max_buckets=3, grace_period=10"
majorityclass,adwin,tstat,0,1,0.524,0,"delta=0.01, clock=10, max_buckets=5, grace_period=10"
majorityclass,adwin,tstat,0,2,0.524,0,"delta=0.01, clock=10, max_buckets=5, grace_period=10"
majorityclass,adwin,tstat,0,3,0.524,0,"delta=0.01, clock=10, max_buckets=5, grace_period=10"
majorityclass,adwin,tstat,0,1,0.524,0,"delta=0.01, clock=10, max_buckets=3, grace_period=10"
majorityclass,adwin,tstat,0,2,0.524,0,"delta=0.01, clock=10, max_buckets=3, grace_period=10"
majorityclass,adwin,tstat,0,3,0.524,0,"delta=0.01, clock=10, max_buckets=3, grace_period=10"
majorityclass,adwin,tstat,0,1,0.524,0,"delta=0.01, clock=32, max_buckets=5, grace_period=10"
majorityclass,adwin,tstat,0,2,0.524,0,"delta=0.01, clock=32, max_buckets=5, grace_period=10"
majorityclass,adwin,tstat,0,3,0.524,0,"delta=0.01, clock=32, max_buckets=5, grace_period=10"
majorityclass,adwin,tstat,0,1,0.524,0,"delta=0.01, clock=32, max_buckets=3, grace_period=10"
majorityclass,adwin,tstat,0,2,0.524,0,"delta=0.01, clock=32, max_buckets=3, grace_period=10"
majorityclass,adwin,tstat,0,3,0.524,0,"delta=0.01, clock=32, max_buckets=3, grace_period=10"
majorityclass,adwin,tstat,0,1,0.524,0,"delta=0.002, clock=1, max_buckets=5, grace_period=10"
majorityclass,adwin,tstat,0,2,0.524,0,"delta=0.002, clock=1, max_buckets=5, grace_period=10"
majorityclass,adwin,tstat,0,3,0.524,0,"delta=0.002, clock=1, max_buckets=5, grace_period=10"
majorityclass,adwin,tstat,0,1,0.524,0,"delta=0.002, clock=1, max_buckets=3, grace_period=10"
majorityclass,adwin,tstat,0,2,0.524,0,"delta=0.002, clock=1, max_buckets=3, grace_period=10"
majorityclass,adwin,tstat,0,3,0.524,0,"delta=0.002, clock=1, max_buckets=3, grace_period=10"
majorityclass,adwin,tstat,0,1,0.524,0,"delta=0.002, clock=10, max_buckets=5, grace_period=10"
majorityclass,adwin,tstat,0,2,0.524,0,"delta=0.002, clock=10, max_buckets=5, grace_period=10"
majorityclass,adwin,tstat,0,3,0.524,0,"delta=0.002, clock=10, max_buckets=5, grace_period=10"
majorityclass,adwin,tstat,0,1,0.524,0,"delta=0.002, clock=10, max_buckets=3, grace_period=10"
majorityclass,adwin,tstat,0,2,0.524,0,"delta=0.002, clock=10, max_buckets=3, grace_period=10"
majorityclass,adwin,tstat,0,3,0.524,0,"delta=0.002, clock=10, max_buckets=3, grace_period=10"
majorityclass,adwin,tstat,0,1,0.524,0,"delta=0.002, clock=32, max_buckets=5, grace_period=10"
majorityclass,adwin,tstat,0,2,0.524,0,"delta=0.002, clock=32, max_buckets=5, grace_period=10"
majorityclass,adwin,tstat,0,3,0.524,0,"delta=0.002, clock=32, max_buckets=5, grace_period=10"
majorityclass,adwin,tstat,0,1,0.524,0,"delta=0.002, clock=32, max_buckets=3, grace_period=10"
majorityclass,adwin,tstat,0,2,0.524,0,"delta=0.002, clock=32, max_buckets=3, grace_period=10"
majorityclass,adwin,tstat,0,3,0.524,0,"delta=0.002, clock=32, max_buckets=3, grace_period=10"
majorityclass,kswin,tstat,0,1,0.524,8,"alpha=0.01, window_size=100, stat_size=20"
majorityclass,kswin,tstat,0,2,0.524,5,"alpha=0.01, window_size=100, stat_size=20"
majorityclass,kswin,tstat,0,3,0.524,4,"alpha=0.01, window_size=100, stat_size=20"
majorityclass,kswin,tstat,0,1,0.524,3,"alpha=0.01, window_size=100, stat_size=30"
majorityclass,kswin,tstat,0,2,0.524,4,"alpha=0.01, window_size=100, stat_size=30"
majorityclass,kswin,tstat,0,3,0.524,3,"alpha=0.01, window_size=100, stat_size=30"
majorityclass,kswin,tstat,0,1,0.524,4,"alpha=0.01, window_size=100, stat_size=40"
majorityclass,kswin,tstat,0,2,0.524,3,"alpha=0.01, window_size=100, stat_size=40"
majorityclass,kswin,tstat,0,3,0.524,5,"alpha=0.01, window_size=100, stat_size=40"
majorityclass,kswin,tstat,0,1,0.524,2,"alpha=0.01, window_size=200, stat_size=20"
majorityclass,kswin,tstat,0,2,0.524,3,"alpha=0.01, window_size=200, stat_size=20"
majorityclass,kswin,tstat,0,3,0.524,2,"alpha=0.01, window_size=200, stat_size=20"
majorityclass,kswin,tstat,0,1,0.524,4,"alpha=0.01, window_size=200, stat_size=30"
majorityclass,kswin,tstat,0,2,0.524,2,"alpha=0.01, window_size=200, stat_size=30"
majorityclass,kswin,tstat,0,3,0.524,3,"alpha=0.01, window_size=200, stat_size=30"
majorityclass,kswin,tstat,0,1,0.524,4,"alpha=0.01, window_size=200, stat_size=40"
majorityclass,kswin,tstat,0,2,0.524,3,"alpha=0.01, window_size=200, stat_size=40"
majorityclass,kswin,tstat,0,3,0.524,4,"alpha=0.01, window_size=200, stat_size=40"
majorityclass,kswin,tstat,0,1,0.524,5,"alpha=0.005, window_size=100, stat_size=20"
majorityclass,kswin,tstat,0,2,0.524,4,"alpha=0.005, window_size=100, stat_size=20"
majorityclass,kswin,tstat,0,3,0.524,3,"alpha=0.005, window_size=100, stat_size=20"
majorityclass,kswin,tstat,0,1,0.524,6,"alpha=0.005, window_size=100, stat_size=30"
majorityclass,kswin,tstat,0,2,0.524,3,"alpha=0.005, window_size=100, stat_size=30"
majorityclass,kswin,tstat,0,3,0.524,2,"alpha=0.005, window_size=100, stat_size=30"
majorityclass,kswin,tstat,0,1,0.524,3,"alpha=0.005, window_size=100, stat_size=40"
majorityclass,kswin,tstat,0,2,0.524,4,"alpha=0.005, window_size=100, stat_size=40"
majorityclass,kswin,tstat,0,3,0.524,2,"alpha=0.005, window_size=100, stat_size=40"
majorityclass,kswin,tstat,0,1,0.524,6,"alpha=0.005, window_size=200, stat_size=20"
majorityclass,kswin,tstat,0,2,0.524,3,"alpha=0.005, window_size=200, stat_size=20"
majorityclass,kswin,tstat,0,3,0.524,4,"alpha=0.005, window_size=200, stat_size=20"
majorityclass,kswin,tstat,0,1,0.524,3,"alpha=0.005, window_size=200, stat_size=30"
majorityclass,kswin,tstat,0,2,0.524,2,"alpha=0.005, window_size=200, stat_size=30"
majorityclass,kswin,tstat,0,3,0.524,7,"alpha=0.005, window_size=200, stat_size=30"
majorityclass,kswin,tstat,0,1,0.524,6,"alpha=0.005, window_size=200, stat_size=40"
majorityclass,kswin,tstat,0,2,0.524,3,"alpha=0.005, window_size=200, stat_size=40"
majorityclass,kswin,tstat,0,3,0.524,4,"alpha=0.005, window_size=200, stat_size=40"
majorityclass,kswin,tstat,0,1,0.524,3,"alpha=0.01, window_size=100, stat_size=20"
majorityclass,kswin,tstat,0,2,0.524,5,"alpha=0.01, window_size=100, stat_size=20"
majorityclass,kswin,tstat,0,3,0.524,4,"alpha=0.01, window_size=100, stat_size=20"
majorityclass,kswin,tstat,0,1,0.524,7,"alpha=0.01, window_size=100, stat_size=30"
majorityclass,kswin,tstat,0,2,0.524,2,"alpha=0.01, window_size=100, stat_size=30"
majorityclass,kswin,tstat,0,3,0.524,4,"alpha=0.01, window_size=100, stat_size=30"
majorityclass,kswin,tstat,0,1,0.524,4,"alpha=0.01, window_size=100, stat_size=40"
majorityclass,kswin,tstat,0,2,0.524,4,"alpha=0.01, window_size=100, stat_size=40"
majorityclass,kswin,tstat,0,3,0.524,4,"alpha=0.01, window_size=100, stat_size=40"
majorityclass,kswin,tstat,0,1,0.524,4,"alpha=0.01, window_size=200, stat_size=20"
majorityclass,kswin,tstat,0,2,0.524,4,"alpha=0.01, window_size=200, stat_size=20"
majorityclass,kswin,tstat,0,3,0.524,4,"alpha=0.01, window_size=200, stat_size=20"
majorityclass,kswin,tstat,0,1,0.524,4,"alpha=0.01, window_size=200, stat_size=30"
majorityclass,kswin,tstat,0,2,0.524,3,"alpha=0.01, window_size=200, stat_size=30"
majorityclass,kswin,tstat,0,3,0.524,2,"alpha=0.01, window_size=200, stat_size=30"
majorityclass,kswin,tstat,0,1,0.524,5,"alpha=0.01, window_size=200, stat_size=40"
majorityclass,kswin,tstat,0,2,0.524,4,"alpha=0.01, window_size=200, stat_size=40"
majorityclass,kswin,tstat,0,3,0.524,4,"alpha=0.01, window_size=200, stat_size=40"
majorityclass,pagehinkley,tstat,0,1,0.524,1,"delta=0.001, threshold=30.0, alpha=0.99, mode=both"
majorityclass,pagehinkley,tstat,0,2,0.524,1,"delta=0.001, threshold=30.0, alpha=0.99, mode=both"
majorityclass,pagehinkley,tstat,0,3,0.524,1,"delta=0.001, threshold=30.0, alpha=0.99, mode=both"
majorityclass,pagehinkley,tstat,0,1,0.524,1,"delta=0.001, threshold=30.0, alpha=0.99, mode=up"
majorityclass,pagehinkley,tstat,0,2,0.524,1,"delta=0.001, threshold=30.0, alpha=0.99, mode=up"
majorityclass,pagehinkley,tstat,0,3,0.524,1,"delta=0.001, threshold=30.0, alpha=0.99, mode=up"
majorityclass,pagehinkley,tstat,0,1,0.524,1,"delta=0.001, threshold=30.0, alpha=0.99, mode=down"
majorityclass,pagehinkley,tstat,0,2,0.524,1,"delta=0.001, threshold=30.0, alpha=0.99, mode=down"
majorityclass,pagehinkley,tstat,0,3,0.524,1,"delta=0.001, threshold=30.0, alpha=0.99, mode=down"
majorityclass,pagehinkley,tstat,0,1,0.524,1,"delta=0.001, threshold=30.0, alpha=0.9999, mode=both"
majorityclass,pagehinkley,tstat,0,2,0.524,1,"delta=0.001, threshold=30.0, alpha=0.9999, mode=both"
majorityclass,pagehinkley,tstat,0,3,0.524,1,"delta=0.001, threshold=30.0, alpha=0.9999, mode=both"
majorityclass,pagehinkley,tstat,0,1,0.524,1,"delta=0.001, threshold=30.0, alpha=0.9999, mode=up"
majorityclass,pagehinkley,tstat,0,2,0.524,1,"delta=0.001, threshold=30.0, alpha=0.9999, mode=up"
majorityclass,pagehinkley,tstat,0,3,0.524,1,"delta=0.001, threshold=30.0, alpha=0.9999, mode=up"
majorityclass,pagehinkley,tstat,0,1,0.524,1,"delta=0.001, threshold=30.0, alpha=0.9999, mode=down"
majorityclass,pagehinkley,tstat,0,2,0.524,1,"delta=0.001, threshold=30.0, alpha=0.9999, mode=down"
majorityclass,pagehinkley,tstat,0,3,0.524,1,"delta=0.001, threshold=30.0, alpha=0.9999, mode=down"
majorityclass,pagehinkley,tstat,0,1,0.524,1,"delta=0.001, threshold=50.0, alpha=0.99, mode=both"
majorityclass,pagehinkley,tstat,0,2,0.524,1,"delta=0.001, threshold=50.0, alpha=0.99, mode=both"
majorityclass,pagehinkley,tstat,0,3,0.524,1,"delta=0.001, threshold=50.0, alpha=0.99, mode=both"
majorityclass,pagehinkley,tstat,0,1,0.524,1,"delta=0.001, threshold=50.0, alpha=0.99, mode=up"
majorityclass,pagehinkley,tstat,0,2,0.524,1,"delta=0.001, threshold=50.0, alpha=0.99, mode=up"
majorityclass,pagehinkley,tstat,0,3,0.524,1,"delta=0.001, threshold=50.0, alpha=0.99, mode=up"
majorityclass,pagehinkley,tstat,0,1,0.524,1,"delta=0.001, threshold=50.0, alpha=0.99, mode=down"
majorityclass,pagehinkley,tstat,0,2,0.524,1,"delta=0.001, threshold=50.0, alpha=0.99, mode=down"
majorityclass,pagehinkley,tstat,0,3,0.524,1,"delta=0.001, threshold=50.0, alpha=0.99, mode=down"
majorityclass,pagehinkley,tstat,0,1,0.524,1,"delta=0.001, threshold=50.0, alpha=0.9999, mode=both"
majorityclass,pagehinkley,tstat,0,2,0.524,1,"delta=0.001, threshold=50.0, alpha=0.9999, mode=both"
majorityclass,pagehinkley,tstat,0,3,0.524,1,"delta=0.001, threshold=50.0, alpha=0.9999, mode=both"
majorityclass,pagehinkley,tstat,0,1,0.524,1,"delta=0.001, threshold=50.0, alpha=0.9999, mode=up"
majorityclass,pagehinkley,tstat,0,2,0.524,1,"delta=0.001, threshold=50.0, alpha=0.9999, mode=up"
majorityclass,pagehinkley,tstat,0,3,0.524,1,"delta=0.001, threshold=50.0, alpha=0.9999, mode=up"
majorityclass,pagehinkley,tstat,0,1,0.524,1,"delta=0.001, threshold=50.0, alpha=0.9999, mode=down"
majorityclass,pagehinkley,tstat,0,2,0.524,1,"delta=0.001, threshold=50.0, alpha=0.9999, mode=down"
majorityclass,pagehinkley,tstat,0,3,0.524,1,"delta=0.001, threshold=50.0, alpha=0.9999, mode=down"
majorityclass,pagehinkley,tstat,0,1,0.524,1,"delta=0.001, threshold=100.0, alpha=0.99, mode=both"
majorityclass,pagehinkley,tstat,0,2,0.524,1,"delta=0.001, threshold=100.0, alpha=0.99, mode=both"
majorityclass,pagehinkley,tstat,0,3,0.524,1,"delta=0.001, threshold=100.0, alpha=0.99, mode=both"
majorityclass,pagehinkley,tstat,0,1,0.524,1,"delta=0.001, threshold=100.0, alpha=0.99, mode=up"
majorityclass,pagehinkley,tstat,0,2,0.524,1,"delta=0.001, threshold=100.0, alpha=0.99, mode=up"
majorityclass,pagehinkley,tstat,0,3,0.524,1,"delta=0.001, threshold=100.0, alpha=0.99, mode=up"
majorityclass,pagehinkley,tstat,0,1,0.524,1,"delta=0.001, threshold=100.0, alpha=0.99, mode=down"
majorityclass,pagehinkley,tstat,0,2,0.524,1,"delta=0.001, threshold=100.0, alpha=0.99, mode=down"
majorityclass,pagehinkley,tstat,0,3,0.524,1,"delta=0.001, threshold=100.0, alpha=0.99, mode=down"
majorityclass,pagehinkley,tstat,0,1,0.524,1,"delta=0.001, threshold=100.0, alpha=0.9999, mode=both"
majorityclass,pagehinkley,tstat,0,2,0.524,1,"delta=0.001, threshold=100.0, alpha=0.9999, mode=both"
majorityclass,pagehinkley,tstat,0,3,0.524,1,"delta=0.001, threshold=100.0, alpha=0.9999, mode=both"
majorityclass,pagehinkley,tstat,0,1,0.524,1,"delta=0.001, threshold=100.0, alpha=0.9999, mode=up"
majorityclass,pagehinkley,tstat,0,2,0.524,1,"delta=0.001, threshold=100.0, alpha=0.9999, mode=up"
majorityclass,pagehinkley,tstat,0,3,0.524,1,"delta=0.001, threshold=100.0, alpha=0.9999, mode=up"
majorityclass,pagehinkley,tstat,0,1,0.524,1,"delta=0.001, threshold=100.0, alpha=0.9999, mode=down"
majorityclass,pagehinkley,tstat,0,2,0.524,1,"delta=0.001, threshold=100.0, alpha=0.9999, mode=down"
majorityclass,pagehinkley,tstat,0,3,0.524,1,"delta=0.001, threshold=100.0, alpha=0.9999, mode=down"
majorityclass,pagehinkley,tstat,0,1,0.524,1,"delta=0.005, threshold=30.0, alpha=0.99, mode=both"
majorityclass,pagehinkley,tstat,0,2,0.524,1,"delta=0.005, threshold=30.0, alpha=0.99, mode=both"
majorityclass,pagehinkley,tstat,0,3,0.524,1,"delta=0.005, threshold=30.0, alpha=0.99, mode=both"
majorityclass,pagehinkley,tstat,0,1,0.524,1,"delta=0.005, threshold=30.0, alpha=0.99, mode=up"
majorityclass,pagehinkley,tstat,0,2,0.524,1,"delta=0.005, threshold=30.0, alpha=0.99, mode=up"
majorityclass,pagehinkley,tstat,0,3,0.524,1,"delta=0.005, threshold=30.0, alpha=0.99, mode=up"
majorityclass,pagehinkley,tstat,0,1,0.524,1,"delta=0.005, threshold=30.0, alpha=0.99, mode=down"
majorityclass,pagehinkley,tstat,0,2,0.524,1,"delta=0.005, threshold=30.0, alpha=0.99, mode=down"
majorityclass,pagehinkley,tstat,0,3,0.524,1,"delta=0.005, threshold=30.0, alpha=0.99, mode=down"
majorityclass,pagehinkley,tstat,0,1,0.524,1,"delta=0.005, threshold=30.0, alpha=0.9999, mode=both"
majorityclass,pagehinkley,tstat,0,2,0.524,1,"delta=0.005, threshold=30.0, alpha=0.9999, mode=both"
majorityclass,pagehinkley,tstat,0,3,0.524,1,"delta=0.005, threshold=30.0, alpha=0.9999, mode=both"
majorityclass,pagehinkley,tstat,0,1,0.524,1,"delta=0.005, threshold=30.0, alpha=0.9999, mode=up"
majorityclass,pagehinkley,tstat,0,2,0.524,1,"delta=0.005, threshold=30.0, alpha=0.9999, mode=up"
majorityclass,pagehinkley,tstat,0,3,0.524,1,"delta=0.005, threshold=30.0, alpha=0.9999, mode=up"
majorityclass,pagehinkley,tstat,0,1,0.524,1,"delta=0.005, threshold=30.0, alpha=0.9999, mode=down"
majorityclass,pagehinkley,tstat,0,2,0.524,1,"delta=0.005, threshold=30.0, alpha=0.9999, mode=down"
majorityclass,pagehinkley,tstat,0,3,0.524,1,"delta=0.005, threshold=30.0, alpha=0.9999, mode=down"
majorityclass,pagehinkley,tstat,0,1,0.524,1,"delta=0.005, threshold=50.0, alpha=0.99, mode=both"
majorityclass,pagehinkley,tstat,0,2,0.524,1,"delta=0.005, threshold=50.0, alpha=0.99, mode=both"
majorityclass,pagehinkley,tstat,0,3,0.524,1,"delta=0.005, threshold=50.0, alpha=0.99, mode=both"
majorityclass,pagehinkley,tstat,0,1,0.524,1,"delta=0.005, threshold=50.0, alpha=0.99, mode=up"
majorityclass,pagehinkley,tstat,0,2,0.524,1,"delta=0.005, threshold=50.0, alpha=0.99, mode=up"
majorityclass,pagehinkley,tstat,0,3,0.524,1,"delta=0.005, threshold=50.0, alpha=0.99, mode=up"
majorityclass,pagehinkley,tstat,0,1,0.524,1,"delta=0.005, threshold=50.0, alpha=0.99, mode=down"
majorityclass,pagehinkley,tstat,0,2,0.524,1,"delta=0.005, threshold=50.0, alpha=0.99, mode=down"
majorityclass,pagehinkley,tstat,0,3,0.524,1,"delta=0.005, threshold=50.0, alpha=0.99, mode=down"
majorityclass,pagehinkley,tstat,0,1,0.524,1,"delta=0.005, threshold=50.0, alpha=0.9999, mode=both"
majorityclass,pagehinkley,tstat,0,2,0.524,1,"delta=0.005, threshold=50.0, alpha=0.9999, mode=both"
majorityclass,pagehinkley,tstat,0,3,0.524,1,"delta=0.005, threshold=50.0, alpha=0.9999, mode=both"
majorityclass,pagehinkley,tstat,0,1,0.524,1,"delta=0.005, threshold=50.0, alpha=0.9999, mode=up"
majorityclass,pagehinkley,tstat,0,2,0.524,1,"delta=0.005, threshold=50.0, alpha=0.9999, mode=up"
majorityclass,pagehinkley,tstat,0,3,0.524,1,"delta=0.005, threshold=50.0, alpha=0.9999, mode=up"
majorityclass,pagehinkley,tstat,0,1,0.524,1,"delta=0.005, threshold=50.0, alpha=0.9999, mode=down"
majorityclass,pagehinkley,tstat,0,2,0.524,1,"delta=0.005, threshold=50.0, alpha=0.9999, mode=down"
majorityclass,pagehinkley,tstat,0,3,0.524,1,"delta=0.005, threshold=50.0, alpha=0.9999, mode=down"
