model_name,drift_name,feature_selector_name,learning_threshold,iteration,accuracy,drifts_detected,model_args,ticker
extremelyfastdecisiontreeclassifier,kswin,selectkbest,100,2,0.52,3,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,100,3,0.525,1,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,100,4,0.524,2,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,100,5,0.522,3,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,200,1,0.525,4,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,200,2,0.527,4,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,200,3,0.521,2,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,200,4,0.525,5,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,200,5,0.515,0,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,500,1,0.521,5,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,500,2,0.522,3,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,500,3,0.522,3,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,500,4,0.524,4,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,500,5,0.522,3,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,1000,1,0.518,2,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,1000,2,0.52,2,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,1000,3,0.518,2,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,1000,4,0.519,3,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,1000,5,0.515,5,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,2000,1,0.511,2,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,2000,2,0.524,4,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,2000,3,0.519,4,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,2000,4,0.514,2,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,2000,5,0.511,4,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,100,1,0.513,36,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,100,2,0.513,36,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,100,3,0.513,36,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,100,4,0.513,36,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,100,5,0.513,36,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,200,1,0.51,35,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,200,2,0.51,35,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,200,3,0.51,35,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,200,4,0.51,35,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,200,5,0.51,35,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,500,1,0.511,34,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,500,2,0.511,34,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,500,3,0.511,34,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,500,4,0.511,34,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,500,5,0.511,34,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,1000,1,0.512,33,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,1000,2,0.512,33,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,1000,3,0.512,33,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,1000,4,0.512,33,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,1000,5,0.512,33,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,2000,1,0.513,29,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,2000,2,0.513,29,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,2000,3,0.513,29,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,2000,4,0.513,29,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,2000,5,0.513,29,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,100,1,0.525,0,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,100,2,0.525,0,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,100,3,0.525,0,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,100,4,0.525,0,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,100,5,0.525,0,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,200,1,0.523,1,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,200,2,0.523,1,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,200,3,0.523,1,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,200,4,0.523,1,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,200,5,0.523,1,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,500,1,0.527,1,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,500,2,0.527,1,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,500,3,0.527,1,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,500,4,0.527,1,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,500,5,0.527,1,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,1000,1,0.514,1,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,1000,2,0.514,1,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,1000,3,0.514,1,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,1000,4,0.514,1,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,1000,5,0.514,1,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,2000,1,0.525,1,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,2000,2,0.525,1,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,2000,3,0.525,1,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,2000,4,0.525,1,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,2000,5,0.525,1,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,bollingerband,selectkbest,100,1,0.521,9,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,bollingerband,selectkbest,100,2,0.521,9,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,bollingerband,selectkbest,100,3,0.521,9,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,bollingerband,selectkbest,100,4,0.521,9,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,bollingerband,selectkbest,100,5,0.521,9,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,bollingerband,selectkbest,200,1,0.521,8,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,bollingerband,selectkbest,200,2,0.521,8,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,bollingerband,selectkbest,200,3,0.521,8,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,bollingerband,selectkbest,200,4,0.521,8,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,bollingerband,selectkbest,200,5,0.521,8,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,bollingerband,selectkbest,500,1,0.519,8,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,bollingerband,selectkbest,500,2,0.519,8,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,bollingerband,selectkbest,500,3,0.519,8,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,bollingerband,selectkbest,500,4,0.519,8,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,bollingerband,selectkbest,500,5,0.519,8,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,bollingerband,selectkbest,1000,1,0.515,8,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,bollingerband,selectkbest,1000,2,0.515,8,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,bollingerband,selectkbest,1000,3,0.515,8,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,bollingerband,selectkbest,1000,4,0.515,8,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,bollingerband,selectkbest,1000,5,0.515,8,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,bollingerband,selectkbest,2000,1,0.521,7,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,bollingerband,selectkbest,2000,2,0.521,7,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,bollingerband,selectkbest,2000,3,0.521,7,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,bollingerband,selectkbest,2000,4,0.521,7,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,bollingerband,selectkbest,2000,5,0.521,7,"grace_period=100, max_depth=8, delta=1e-05",AAPL
extremelyfastdecisiontreeclassifier,adwin,selectkbest,100,1,0.525,0,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,adwin,selectkbest,100,2,0.525,0,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,adwin,selectkbest,100,3,0.525,0,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,adwin,selectkbest,100,4,0.525,0,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,adwin,selectkbest,100,5,0.525,0,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,adwin,selectkbest,200,1,0.515,0,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,adwin,selectkbest,200,2,0.515,0,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,adwin,selectkbest,200,3,0.515,0,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,adwin,selectkbest,200,4,0.515,0,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,adwin,selectkbest,200,5,0.515,0,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,adwin,selectkbest,500,1,0.522,0,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,adwin,selectkbest,500,2,0.522,0,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,adwin,selectkbest,500,3,0.522,0,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,adwin,selectkbest,500,4,0.522,0,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,adwin,selectkbest,500,5,0.522,0,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,adwin,selectkbest,1000,1,0.516,0,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,adwin,selectkbest,1000,2,0.516,0,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,adwin,selectkbest,1000,3,0.516,0,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,adwin,selectkbest,1000,4,0.516,0,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,adwin,selectkbest,1000,5,0.516,0,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,adwin,selectkbest,2000,1,0.512,1,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,adwin,selectkbest,2000,2,0.512,1,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,adwin,selectkbest,2000,3,0.512,1,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,adwin,selectkbest,2000,4,0.512,1,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,adwin,selectkbest,2000,5,0.512,1,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,100,1,0.524,3,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,100,2,0.524,2,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,100,3,0.523,2,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,100,4,0.525,3,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,100,5,0.524,4,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,200,1,0.527,2,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,200,2,0.524,2,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,200,3,0.524,5,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,200,4,0.528,3,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,200,5,0.528,3,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,500,1,0.522,2,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,500,2,0.524,2,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,500,3,0.525,3,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,500,4,0.523,2,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,500,5,0.524,2,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,1000,1,0.521,6,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,1000,2,0.522,2,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,1000,3,0.519,3,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,1000,4,0.521,4,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,1000,5,0.516,1,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,2000,1,0.522,3,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,2000,2,0.516,3,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,2000,3,0.521,4,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,2000,4,0.514,2,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,2000,5,0.514,2,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,100,1,0.513,36,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,100,2,0.513,36,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,100,3,0.513,36,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,100,4,0.513,36,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,100,5,0.513,36,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,200,1,0.51,35,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,200,2,0.51,35,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,200,3,0.51,35,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,200,4,0.51,35,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,200,5,0.51,35,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,500,1,0.511,34,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,500,2,0.511,34,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,500,3,0.511,34,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,500,4,0.511,34,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,500,5,0.511,34,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,1000,1,0.512,33,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,1000,2,0.512,33,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,1000,3,0.512,33,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,1000,4,0.512,33,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,1000,5,0.512,33,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,2000,1,0.513,29,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,2000,2,0.513,29,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,2000,3,0.513,29,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,2000,4,0.513,29,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,dummydriftdetector,selectkbest,2000,5,0.513,29,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,100,1,0.525,0,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,100,2,0.525,0,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,100,3,0.525,0,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,100,4,0.525,0,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,100,5,0.525,0,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,200,1,0.523,1,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,200,2,0.523,1,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,200,3,0.523,1,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,200,4,0.523,1,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,200,5,0.523,1,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,500,1,0.527,1,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,500,2,0.527,1,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,500,3,0.527,1,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,500,4,0.527,1,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,500,5,0.527,1,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,1000,1,0.514,1,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,1000,2,0.514,1,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,1000,3,0.514,1,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,1000,4,0.514,1,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,1000,5,0.514,1,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,2000,1,0.525,1,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,2000,2,0.525,1,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,2000,3,0.525,1,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,2000,4,0.525,1,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,pagehinkley,selectkbest,2000,5,0.525,1,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,bollingerband,selectkbest,100,1,0.521,9,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,bollingerband,selectkbest,100,2,0.521,9,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,bollingerband,selectkbest,100,3,0.521,9,"grace_period=100, max_depth=8, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,bollingerband,selectkbest,100,4,0.521,9,"grace_period=100, max_depth=8, delta=1e-07",AAPL
