model_name,drift_name,feature_selector_name,num_features,learning_threshold,iteration,accuracy,drifts_detected,model_args,ticker
majorityclass,pagehinkley,selectkbest,7,500,3,0.527,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,pagehinkley,selectkbest,7,500,4,0.527,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,pagehinkley,selectkbest,7,500,5,0.527,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,bollingerband,selectkbest,7,500,1,0.524,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,bollingerband,selectkbest,7,500,2,0.524,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,bollingerband,selectkbest,7,500,3,0.524,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,bollingerband,selectkbest,7,500,4,0.524,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,bollingerband,selectkbest,7,500,5,0.524,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,adwin,tstat,7,500,1,0.522,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,adwin,tstat,7,500,2,0.522,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,adwin,tstat,7,500,3,0.522,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,adwin,tstat,7,500,4,0.522,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,adwin,tstat,7,500,5,0.522,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,kswin,tstat,7,500,1,0.515,3,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,kswin,tstat,7,500,2,0.514,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,kswin,tstat,7,500,3,0.527,3,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,kswin,tstat,7,500,4,0.515,6,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,kswin,tstat,7,500,5,0.519,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,pagehinkley,tstat,7,500,1,0.527,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,pagehinkley,tstat,7,500,2,0.527,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,pagehinkley,tstat,7,500,3,0.527,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,pagehinkley,tstat,7,500,4,0.527,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,pagehinkley,tstat,7,500,5,0.527,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,bollingerband,tstat,7,500,1,0.524,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,bollingerband,tstat,7,500,2,0.524,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,bollingerband,tstat,7,500,3,0.524,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,bollingerband,tstat,7,500,4,0.524,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,bollingerband,tstat,7,500,5,0.524,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,adwin,selectkbest,10,500,1,0.522,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,adwin,selectkbest,10,500,2,0.522,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,adwin,selectkbest,10,500,3,0.522,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,adwin,selectkbest,10,500,4,0.522,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,adwin,selectkbest,10,500,5,0.522,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,kswin,selectkbest,10,500,1,0.52,2,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,kswin,selectkbest,10,500,2,0.519,3,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,kswin,selectkbest,10,500,3,0.524,5,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,kswin,selectkbest,10,500,4,0.513,2,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,kswin,selectkbest,10,500,5,0.513,3,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,pagehinkley,selectkbest,10,500,1,0.527,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,pagehinkley,selectkbest,10,500,2,0.527,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,pagehinkley,selectkbest,10,500,3,0.527,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,pagehinkley,selectkbest,10,500,4,0.527,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,pagehinkley,selectkbest,10,500,5,0.527,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,bollingerband,selectkbest,10,500,1,0.524,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,bollingerband,selectkbest,10,500,2,0.524,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,bollingerband,selectkbest,10,500,3,0.524,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,bollingerband,selectkbest,10,500,4,0.524,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,bollingerband,selectkbest,10,500,5,0.524,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,adwin,tstat,10,500,1,0.522,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,adwin,tstat,10,500,2,0.522,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,adwin,tstat,10,500,3,0.522,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,adwin,tstat,10,500,4,0.522,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,adwin,tstat,10,500,5,0.522,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,kswin,tstat,10,500,1,0.509,5,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,kswin,tstat,10,500,2,0.512,3,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,kswin,tstat,10,500,3,0.524,5,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,kswin,tstat,10,500,4,0.513,3,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,kswin,tstat,10,500,5,0.52,3,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,pagehinkley,tstat,10,500,1,0.527,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,pagehinkley,tstat,10,500,2,0.527,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,pagehinkley,tstat,10,500,3,0.527,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,pagehinkley,tstat,10,500,4,0.527,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,pagehinkley,tstat,10,500,5,0.527,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,bollingerband,tstat,10,500,1,0.524,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,bollingerband,tstat,10,500,2,0.524,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,bollingerband,tstat,10,500,3,0.524,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,bollingerband,tstat,10,500,4,0.524,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,bollingerband,tstat,10,500,5,0.524,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,adwin,selectkbest,15,500,1,0.522,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,adwin,selectkbest,15,500,2,0.522,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,adwin,selectkbest,15,500,3,0.522,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,adwin,selectkbest,15,500,4,0.522,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,adwin,selectkbest,15,500,5,0.522,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,kswin,selectkbest,15,500,1,0.521,2,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,kswin,selectkbest,15,500,2,0.521,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,kswin,selectkbest,15,500,3,0.512,2,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,kswin,selectkbest,15,500,4,0.515,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,kswin,selectkbest,15,500,5,0.51,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,pagehinkley,selectkbest,15,500,1,0.527,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,pagehinkley,selectkbest,15,500,2,0.527,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,pagehinkley,selectkbest,15,500,3,0.527,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,pagehinkley,selectkbest,15,500,4,0.527,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,pagehinkley,selectkbest,15,500,5,0.527,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,bollingerband,selectkbest,15,500,1,0.524,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,bollingerband,selectkbest,15,500,2,0.524,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,bollingerband,selectkbest,15,500,3,0.524,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,bollingerband,selectkbest,15,500,4,0.524,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,bollingerband,selectkbest,15,500,5,0.524,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,adwin,tstat,15,500,1,0.522,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,adwin,tstat,15,500,2,0.522,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,adwin,tstat,15,500,3,0.522,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,adwin,tstat,15,500,4,0.522,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,adwin,tstat,15,500,5,0.522,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,kswin,tstat,15,500,1,0.519,3,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,kswin,tstat,15,500,2,0.513,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,kswin,tstat,15,500,3,0.521,6,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,kswin,tstat,15,500,4,0.512,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,kswin,tstat,15,500,5,0.518,3,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,pagehinkley,tstat,15,500,1,0.527,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,pagehinkley,tstat,15,500,2,0.527,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,pagehinkley,tstat,15,500,3,0.527,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,pagehinkley,tstat,15,500,4,0.527,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,pagehinkley,tstat,15,500,5,0.527,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,bollingerband,tstat,15,500,1,0.524,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,bollingerband,tstat,15,500,2,0.524,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,bollingerband,tstat,15,500,3,0.524,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,bollingerband,tstat,15,500,4,0.524,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,bollingerband,tstat,15,500,5,0.524,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,adwin,selectkbest,20,500,1,0.522,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,adwin,selectkbest,20,500,2,0.522,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,adwin,selectkbest,20,500,3,0.522,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,adwin,selectkbest,20,500,4,0.522,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,adwin,selectkbest,20,500,5,0.522,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,kswin,selectkbest,20,500,1,0.519,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,kswin,selectkbest,20,500,2,0.512,2,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,kswin,selectkbest,20,500,3,0.523,7,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,kswin,selectkbest,20,500,4,0.52,6,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,kswin,selectkbest,20,500,5,0.521,3,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,pagehinkley,selectkbest,20,500,1,0.527,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,pagehinkley,selectkbest,20,500,2,0.527,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,pagehinkley,selectkbest,20,500,3,0.527,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,pagehinkley,selectkbest,20,500,4,0.527,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,pagehinkley,selectkbest,20,500,5,0.527,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,bollingerband,selectkbest,20,500,1,0.524,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,bollingerband,selectkbest,20,500,2,0.524,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,bollingerband,selectkbest,20,500,3,0.524,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,bollingerband,selectkbest,20,500,4,0.524,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,bollingerband,selectkbest,20,500,5,0.524,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,adwin,tstat,20,500,1,0.522,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,adwin,tstat,20,500,2,0.522,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,adwin,tstat,20,500,3,0.522,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,adwin,tstat,20,500,4,0.522,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,adwin,tstat,20,500,5,0.522,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,kswin,tstat,20,500,1,0.514,5,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,kswin,tstat,20,500,2,0.513,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,kswin,tstat,20,500,3,0.521,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,kswin,tstat,20,500,4,0.512,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,kswin,tstat,20,500,5,0.518,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,pagehinkley,tstat,20,500,1,0.527,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,pagehinkley,tstat,20,500,2,0.527,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,pagehinkley,tstat,20,500,3,0.527,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,pagehinkley,tstat,20,500,4,0.527,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,pagehinkley,tstat,20,500,5,0.527,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,bollingerband,tstat,20,500,1,0.524,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,bollingerband,tstat,20,500,2,0.524,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,bollingerband,tstat,20,500,3,0.524,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,bollingerband,tstat,20,500,4,0.524,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
majorityclass,bollingerband,tstat,20,500,5,0.524,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,selectkbest,5,500,1,0.524,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,selectkbest,5,500,2,0.524,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,selectkbest,5,500,3,0.524,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,selectkbest,5,500,4,0.524,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,selectkbest,5,500,5,0.524,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,selectkbest,5,500,1,0.519,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,selectkbest,5,500,2,0.52,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,selectkbest,5,500,3,0.523,2,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,selectkbest,5,500,4,0.516,2,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,selectkbest,5,500,5,0.521,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,selectkbest,5,500,1,0.523,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,selectkbest,5,500,2,0.523,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,selectkbest,5,500,3,0.523,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,selectkbest,5,500,4,0.523,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,selectkbest,5,500,5,0.523,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,selectkbest,5,500,1,0.522,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,selectkbest,5,500,2,0.522,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,selectkbest,5,500,3,0.522,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,selectkbest,5,500,4,0.522,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,selectkbest,5,500,5,0.522,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,tstat,5,500,1,0.52,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,tstat,5,500,2,0.52,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,tstat,5,500,3,0.52,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,tstat,5,500,4,0.52,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,tstat,5,500,5,0.52,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,tstat,5,500,1,0.52,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,tstat,5,500,2,0.518,3,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,tstat,5,500,3,0.519,5,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,tstat,5,500,4,0.522,3,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,tstat,5,500,5,0.518,3,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,tstat,5,500,1,0.521,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,tstat,5,500,2,0.521,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,tstat,5,500,3,0.521,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,tstat,5,500,4,0.521,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,tstat,5,500,5,0.521,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,tstat,5,500,1,0.522,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,tstat,5,500,2,0.522,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,tstat,5,500,3,0.522,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,tstat,5,500,4,0.522,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,tstat,5,500,5,0.522,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,selectkbest,7,500,1,0.52,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,selectkbest,7,500,2,0.52,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,selectkbest,7,500,3,0.52,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,selectkbest,7,500,4,0.52,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,selectkbest,7,500,5,0.52,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,selectkbest,7,500,1,0.52,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,selectkbest,7,500,2,0.516,3,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,selectkbest,7,500,3,0.52,2,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,selectkbest,7,500,4,0.52,2,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,selectkbest,7,500,5,0.517,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,selectkbest,7,500,1,0.515,3,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,selectkbest,7,500,2,0.515,3,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,selectkbest,7,500,3,0.515,3,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,selectkbest,7,500,4,0.515,3,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,selectkbest,7,500,5,0.515,3,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,selectkbest,7,500,1,0.523,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,selectkbest,7,500,2,0.523,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,selectkbest,7,500,3,0.523,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,selectkbest,7,500,4,0.523,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,selectkbest,7,500,5,0.523,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,tstat,7,500,1,0.52,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,tstat,7,500,2,0.52,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,tstat,7,500,3,0.52,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,tstat,7,500,4,0.52,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,tstat,7,500,5,0.52,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,tstat,7,500,1,0.517,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,tstat,7,500,2,0.52,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,tstat,7,500,3,0.519,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,tstat,7,500,4,0.522,2,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,tstat,7,500,5,0.509,6,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,tstat,7,500,1,0.518,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,tstat,7,500,2,0.518,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,tstat,7,500,3,0.518,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,tstat,7,500,4,0.518,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,tstat,7,500,5,0.518,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,tstat,7,500,1,0.522,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,tstat,7,500,2,0.522,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,tstat,7,500,3,0.522,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,tstat,7,500,4,0.522,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,tstat,7,500,5,0.522,8,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,selectkbest,10,500,1,0.516,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,selectkbest,10,500,2,0.516,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,selectkbest,10,500,3,0.516,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,selectkbest,10,500,4,0.516,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,selectkbest,10,500,5,0.516,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,selectkbest,10,500,1,0.519,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,selectkbest,10,500,2,0.522,3,"grace_period=200, max_depth=None, delta=1e-07",AAPL
