ensemble_name,model_name,drift_name,feature_selector_name,learning_threshold,iteration,accuracy,drifts_detected,model_args,ticker,base_models_count
hoeffdingtreeclassifier,BaggingClassifier,kswin,selectkbest,500,4,0.513,3,{},AAPL,2
hoeffdingtreeclassifier,BaggingClassifier,kswin,selectkbest,500,4,0.511,3,{},AAPL,5
hoeffdingtreeclassifier,BaggingClassifier,kswin,selectkbest,500,4,0.515,5,{},AAPL,8
hoeffdingtreeclassifier,BaggingClassifier,pagehinkley,selectkbest,500,0,0.515,1,{},AAPL,2
hoeffdingtreeclassifier,BaggingClassifier,pagehinkley,selectkbest,500,0,0.515,1,{},AAPL,5
hoeffdingtreeclassifier,BaggingClassifier,pagehinkley,selectkbest,500,0,0.507,2,{},AAPL,8
hoeffdingtreeclassifier,BaggingClassifier,pagehinkley,selectkbest,500,1,0.506,1,{},AAPL,2
hoeffdingtreeclassifier,BaggingClassifier,pagehinkley,selectkbest,500,1,0.52,1,{},AAPL,5
hoeffdingtreeclassifier,BaggingClassifier,pagehinkley,selectkbest,500,1,0.514,1,{},AAPL,8
hoeffdingtreeclassifier,BaggingClassifier,pagehinkley,selectkbest,500,2,0.515,0,{},AAPL,2
hoeffdingtreeclassifier,BaggingClassifier,pagehinkley,selectkbest,500,2,0.513,1,{},AAPL,5
hoeffdingtreeclassifier,BaggingClassifier,pagehinkley,selectkbest,500,2,0.517,1,{},AAPL,8
hoeffdingtreeclassifier,BaggingClassifier,pagehinkley,selectkbest,500,3,0.513,1,{},AAPL,2
hoeffdingtreeclassifier,BaggingClassifier,pagehinkley,selectkbest,500,3,0.513,2,{},AAPL,5
hoeffdingtreeclassifier,BaggingClassifier,pagehinkley,selectkbest,500,3,0.514,1,{},AAPL,8
hoeffdingtreeclassifier,BaggingClassifier,pagehinkley,selectkbest,500,4,0.509,2,{},AAPL,2
hoeffdingtreeclassifier,BaggingClassifier,pagehinkley,selectkbest,500,4,0.516,0,{},AAPL,5
hoeffdingtreeclassifier,BaggingClassifier,pagehinkley,selectkbest,500,4,0.511,1,{},AAPL,8
hoeffdingtreeclassifier,BaggingClassifier,bollingerband,selectkbest,500,0,0.509,8,{},AAPL,2
hoeffdingtreeclassifier,BaggingClassifier,bollingerband,selectkbest,500,0,0.508,8,{},AAPL,5
hoeffdingtreeclassifier,BaggingClassifier,bollingerband,selectkbest,500,0,0.505,8,{},AAPL,8
hoeffdingtreeclassifier,BaggingClassifier,bollingerband,selectkbest,500,1,0.509,8,{},AAPL,2
hoeffdingtreeclassifier,BaggingClassifier,bollingerband,selectkbest,500,1,0.501,8,{},AAPL,5
hoeffdingtreeclassifier,BaggingClassifier,bollingerband,selectkbest,500,1,0.508,8,{},AAPL,8
hoeffdingtreeclassifier,BaggingClassifier,bollingerband,selectkbest,500,2,0.503,8,{},AAPL,2
hoeffdingtreeclassifier,BaggingClassifier,bollingerband,selectkbest,500,2,0.504,8,{},AAPL,5
hoeffdingtreeclassifier,BaggingClassifier,bollingerband,selectkbest,500,2,0.505,8,{},AAPL,8
hoeffdingtreeclassifier,BaggingClassifier,bollingerband,selectkbest,500,3,0.505,8,{},AAPL,2
hoeffdingtreeclassifier,BaggingClassifier,bollingerband,selectkbest,500,3,0.507,8,{},AAPL,5
hoeffdingtreeclassifier,BaggingClassifier,bollingerband,selectkbest,500,3,0.507,8,{},AAPL,8
hoeffdingtreeclassifier,BaggingClassifier,bollingerband,selectkbest,500,4,0.502,8,{},AAPL,2
hoeffdingtreeclassifier,BaggingClassifier,bollingerband,selectkbest,500,4,0.499,8,{},AAPL,5
hoeffdingtreeclassifier,BaggingClassifier,bollingerband,selectkbest,500,4,0.504,8,{},AAPL,8
hoeffdingtreeclassifier,BaggingClassifier,adwin,tstat,500,0,0.52,0,{},AAPL,2
hoeffdingtreeclassifier,BaggingClassifier,adwin,tstat,500,0,0.514,0,{},AAPL,5
hoeffdingtreeclassifier,BaggingClassifier,adwin,tstat,500,0,0.514,0,{},AAPL,8
hoeffdingtreeclassifier,BaggingClassifier,adwin,tstat,500,1,0.515,0,{},AAPL,2
hoeffdingtreeclassifier,BaggingClassifier,adwin,tstat,500,1,0.519,0,{},AAPL,5
hoeffdingtreeclassifier,BaggingClassifier,adwin,tstat,500,1,0.521,0,{},AAPL,8
hoeffdingtreeclassifier,BaggingClassifier,adwin,tstat,500,2,0.517,0,{},AAPL,2
hoeffdingtreeclassifier,BaggingClassifier,adwin,tstat,500,2,0.518,0,{},AAPL,5
hoeffdingtreeclassifier,BaggingClassifier,adwin,tstat,500,2,0.519,0,{},AAPL,8
hoeffdingtreeclassifier,BaggingClassifier,adwin,tstat,500,3,0.523,0,{},AAPL,2
hoeffdingtreeclassifier,BaggingClassifier,adwin,tstat,500,3,0.519,0,{},AAPL,5
hoeffdingtreeclassifier,BaggingClassifier,adwin,tstat,500,3,0.521,0,{},AAPL,8
hoeffdingtreeclassifier,BaggingClassifier,adwin,tstat,500,4,0.513,0,{},AAPL,2
hoeffdingtreeclassifier,BaggingClassifier,adwin,tstat,500,4,0.519,0,{},AAPL,5
hoeffdingtreeclassifier,BaggingClassifier,adwin,tstat,500,4,0.515,0,{},AAPL,8
hoeffdingtreeclassifier,BaggingClassifier,kswin,tstat,500,0,0.515,4,{},AAPL,2
hoeffdingtreeclassifier,BaggingClassifier,kswin,tstat,500,0,0.516,4,{},AAPL,5
hoeffdingtreeclassifier,BaggingClassifier,kswin,tstat,500,0,0.51,5,{},AAPL,8
hoeffdingtreeclassifier,BaggingClassifier,kswin,tstat,500,1,0.51,6,{},AAPL,2
