ensemble_name,model_name,drift_name,feature_selector_name,learning_threshold,iteration,accuracy,drifts_detected,model_args,ticker,base_models_count
hoeffdingtreeclassifier,BaggingClassifier,adwin,selectkbest,500,0,0.503,0,{},^SPX,2
hoeffdingtreeclassifier,BaggingClassifier,adwin,selectkbest,500,0,0.538,0,{},^SPX,5
hoeffdingtreeclassifier,BaggingClassifier,adwin,selectkbest,500,0,0.537,0,{},^SPX,8
hoeffdingtreeclassifier,BaggingClassifier,adwin,selectkbest,500,1,0.539,0,{},^SPX,2
hoeffdingtreeclassifier,BaggingClassifier,adwin,selectkbest,500,1,0.542,0,{},^SPX,5
hoeffdingtreeclassifier,BaggingClassifier,adwin,selectkbest,500,1,0.543,0,{},^SPX,8
hoeffdingtreeclassifier,BaggingClassifier,adwin,selectkbest,500,2,0.543,0,{},^SPX,2
hoeffdingtreeclassifier,BaggingClassifier,adwin,selectkbest,500,2,0.528,0,{},^SPX,5
hoeffdingtreeclassifier,BaggingClassifier,adwin,selectkbest,500,2,0.524,0,{},^SPX,8
hoeffdingtreeclassifier,BaggingClassifier,adwin,selectkbest,500,3,0.518,0,{},^SPX,2
hoeffdingtreeclassifier,BaggingClassifier,adwin,selectkbest,500,3,0.541,0,{},^SPX,5
hoeffdingtreeclassifier,BaggingClassifier,adwin,selectkbest,500,3,0.544,0,{},^SPX,8
hoeffdingtreeclassifier,BaggingClassifier,adwin,selectkbest,500,4,0.518,0,{},^SPX,2
hoeffdingtreeclassifier,BaggingClassifier,adwin,selectkbest,500,4,0.523,0,{},^SPX,5
hoeffdingtreeclassifier,BaggingClassifier,adwin,selectkbest,500,4,0.543,0,{},^SPX,8
hoeffdingtreeclassifier,BaggingClassifier,kswin,selectkbest,500,0,0.524,1,{},^SPX,2
hoeffdingtreeclassifier,BaggingClassifier,kswin,selectkbest,500,0,0.495,3,{},^SPX,5
hoeffdingtreeclassifier,BaggingClassifier,kswin,selectkbest,500,0,0.526,1,{},^SPX,8
hoeffdingtreeclassifier,BaggingClassifier,kswin,selectkbest,500,1,0.535,1,{},^SPX,2
hoeffdingtreeclassifier,BaggingClassifier,kswin,selectkbest,500,1,0.535,1,{},^SPX,5
hoeffdingtreeclassifier,BaggingClassifier,kswin,selectkbest,500,1,0.536,1,{},^SPX,8
hoeffdingtreeclassifier,BaggingClassifier,kswin,selectkbest,500,2,0.532,1,{},^SPX,2
